year,area_code,area,ethnic_group,number,denominator,percent,confidence
2017,E09000026,Redbridge,White,"57,700","73,200",78.8,8.3
2017,E09000027,Richmond upon Thames,White,"79,700","103,200",77.3,6.7
2017,E09000028,Southwark,White,"118,600","140,900",84.1,6.4
2017,E09000029,Sutton,White,"74,700","90,400",82.6,6.7
2017,E09000030,Tower Hamlets,White,"76,900","104,200",73.8,9.1
2017,E09000031,Waltham Forest,White,"95,900","110,000",87.2,6.2
2017,E09000032,Wandsworth,White,"141,300","168,000",84.1,6.6
2017,E09000033,Westminster,White,"69,800","92,700",75.2,8.3
2017,E13000001,Inner London,White,"1,221,700","1,528,700",79.9,2
2017,E13000002,Outer London,White,"1,609,600","2,063,600",78,1.7
2017,E12000001,North East,White,"1,111,500","1,558,500",71.3,1.4
2017,E12000002,North West,White,"2,991,900","4,001,300",74.8,1
2017,E12000003,Yorkshire and The Humber,White,"2,262,100","2,990,700",75.6,1.2
2017,E12000004,East Midlands,White,"1,967,600","2,593,700",75.9,1.6
2017,E12000005,West Midlands,White,"2,206,200","2,924,500",75.4,1.3
2017,E12000006,East,White,"2,629,900","3,353,800",78.4,1.3
2017,E12000007,London,White,"2,831,200","3,592,300",78.8,1.3
2017,E12000008,South East,White,"3,952,900","4,976,000",79.4,1
2017,E12000009,South West,White,"2,493,600","3,148,100",79.2,1.1
2017,W92000004,Wales,White,"1,326,000","1,812,300",73.2,1
2017,S92000003,Scotland,White,"2,443,800","3,259,800",75,0.9
2017,N92000002,Northern Ireland,White,"786,700","1,133,100",69.4,2.3
2017,E92000001,England,White,"22,447,000","29,138,900",77,0.4
2017,K04000001,England and Wales,White,"23,773,000","30,951,100",76.8,0.4
2017,K03000001,Great Britain,White,"26,216,800","34,210,900",76.6,0.3
2017,K02000001,United Kingdom,White,"27,003,500","35,344,000",76.4,0.3
2017,E09000001,City of London,Minority,,"3,800",,
2017,E09000002,Barking and Dagenham,Minority,"42,700","64,200",66.6,9.2
2017,E09000003,Barnet,Minority,"50,000","73,000",68.5,11.8
2017,E09000004,Bexley,Minority,"24,200","31,600",76.6,12.8
2017,E09000005,Brent,Minority,"84,600","133,300",63.5,7.6
2017,E09000006,Bromley,Minority,"32,100","42,900",74.8,13.7
2017,E09000007,Camden,Minority,"41,500","64,700",64.1,11.2
2017,E09000008,Croydon,Minority,"76,800","109,800",69.9,8.9
2017,E09000009,Ealing,Minority,"77,500","112,400",69,9.9
2017,E09000010,Enfield,Minority,"48,200","71,400",67.5,11.6
2017,E09000011,Greenwich,Minority,"46,100","68,400",67.3,10.8
2017,E09000012,Hackney,Minority,"52,300","85,000",61.5,10.1
2017,E09000013,Hammersmith and Fulham,Minority,"28,400","42,000",67.6,12.8
2017,E09000014,Haringey,Minority,"31,100","59,100",52.6,10.7
2017,E09000015,Harrow,Minority,"63,200","86,000",73.6,8.4
2017,E09000016,Havering,Minority,"18,500","23,300",79.6,14.9
2017,E09000017,Hillingdon,Minority,"62,900","88,100",71.4,9.3
2017,E09000018,Hounslow,Minority,"70,800","98,500",71.9,9.6
2017,E09000019,Islington,Minority,"37,100","58,800",63,11.8
2017,E09000020,Kensington and Chelsea,Minority,"24,300","38,300",63.5,12.3
2017,E09000021,Kingston upon Thames,Minority,"23,300","33,100",70.2,12.6
2017,E09000022,Lambeth,Minority,"57,000","75,000",76,11.9
2017,E09000023,Lewisham,Minority,"53,800","70,700",76,10.1
2017,E09000024,Merton,Minority,"36,900","49,900",74,11.6
2017,E09000025,Newham,Minority,"94,700","157,300",60.2,8.6
2017,E09000026,Redbridge,Minority,"80,400","122,600",65.6,7.5
2017,E09000027,Richmond upon Thames,Minority,"13,500","22,400",60.2,17.5
2017,E09000028,Southwark,Minority,"61,600","87,200",70.6,10.1
2017,E09000029,Sutton,Minority,"27,800","38,900",71.4,12.3
2017,E09000030,Tower Hamlets,Minority,"63,000","121,000",52,9.5
2017,E09000031,Waltham Forest,Minority,"46,300","72,300",64,10.9
2017,E09000032,Wandsworth,Minority,"42,100","61,200",68.8,13.6
2017,E09000033,Westminster,Minority,"39,000","71,900",54.2,10.2
2017,E13000001,Inner London,Minority,"627,500","996,100",63,3
2017,E13000002,Outer London,Minority,"925,700","1,341,800",69,2.4
2017,E12000001,North East,Minority,"50,000","86,100",58,6.5
2017,E12000002,North West,Minority,"297,000","504,100",58.9,3.1
2017,E12000003,Yorkshire and The Humber,Minority,"220,300","388,900",56.6,4.4
2017,E12000004,East Midlands,Minority,"214,700","352,200",61,4.4
2017,E12000005,West Midlands,Minority,"401,300","677,700",59.2,3.2
2017,E12000006,East,Minority,"281,900","390,700",72.2,3.6
2017,E12000007,London,Minority,"1,553,200","2,337,900",66.4,1.9
2017,E12000008,South East,Minority,"410,400","562,900",72.9,2.7
2017,E12000009,South West,Minority,"119,600","174,300",68.6,5.2
2017,W92000004,Wales,Minority,"56,800","97,100",58.5,6
2017,S92000003,Scotland,Minority,"107,200","177,400",60.4,5.7
2017,N92000002,Northern Ireland,Minority,"19,600","33,900",57.7,15.4
2017,E92000001,England,Minority,"3,548,500","5,475,000",64.8,1.1
2017,K04000001,England and Wales,Minority,"3,605,300","5,572,100",64.7,1.1
2017,K03000001,Great Britain,Minority,"3,712,500","5,749,500",64.6,1.1
2017,K02000001,United Kingdom,Minority,"3,732,100","5,783,400",64.5,1
2017,E09000001,City of London,Mixed,,,,
2017,E09000002,Barking and Dagenham,Mixed,"1,000","1,400",74.6,
2017,E09000003,Barnet,Mixed,"6,500","11,500",56.2,31.4
2017,E09000004,Bexley,Mixed,"2,600","3,500",75.3,
2017,E09000005,Brent,Mixed,"5,900","8,300",71.2,28
2017,E09000006,Bromley,Mixed,"4,900","6,800",71.5,36.1
2017,E09000007,Camden,Mixed,"3,500","5,700",60.5,
2017,E09000008,Croydon,Mixed,"4,600","5,900",78.5,35.3
2017,E09000009,Ealing,Mixed,"4,000","6,400",62.1,
2017,E09000010,Enfield,Mixed,"3,700","6,400",57.8,
2017,E09000011,Greenwich,Mixed,"6,000","8,000",75.2,30.7
2017,E09000012,Hackney,Mixed,"4,600","5,800",79.3,34.8
2017,E09000013,Hammersmith and Fulham,Mixed,"1,700","3,600",48.9,
2017,E09000014,Haringey,Mixed,"1,500","2,700",56.1,
2017,E09000015,Harrow,Mixed,"2,400","3,700",64.3,
2017,E09000016,Havering,Mixed,"2,200","2,700",79.8,
2017,E09000017,Hillingdon,Mixed,"1,200","1,900",64.9,
2017,E09000018,Hounslow,Mixed,"1,300","2,400",55.1,
2017,E09000019,Islington,Mixed,"2,600","4,200",63.3,
2017,E09000020,Kensington and Chelsea,Mixed,"5,200","6,700",77.4,29
2017,E09000021,Kingston upon Thames,Mixed,900,"1,700",51.7,
2017,E09000022,Lambeth,Mixed,"10,500","11,600",91,23.6
2017,E09000023,Lewisham,Mixed,"7,200","8,900",80.5,30.7
2017,E09000024,Merton,Mixed,"3,900","4,600",85.2,33.2
2017,E09000025,Newham,Mixed,"2,200","3,200",68.9,
2017,E09000026,Redbridge,Mixed,"1,500","3,400",44.5,
2017,E09000027,Richmond upon Thames,Mixed,"1,700","3,300",53.2,
2017,E09000028,Southwark,Mixed,"9,300","13,800",67.4,27.4
2017,E09000029,Sutton,Mixed,"2,600","2,900",89.4,
2017,E09000030,Tower Hamlets,Mixed,"2,100","5,300",39.1,
2017,E09000031,Waltham Forest,Mixed,"2,600","3,800",68.1,
2017,E09000032,Wandsworth,Mixed,"2,700","7,700",34.5,
2017,E09000033,Westminster,Mixed,"4,600","6,000",77.9,30.3
2017,E13000001,Inner London,Mixed,"57,700","85,100",67.8,10.4
2017,E13000002,Outer London,Mixed,"59,600","88,600",67.2,9.6
2017,E12000001,North East,Mixed,"5,200","7,200",72.8,19.7
2017,E12000002,North West,Mixed,"29,200","47,300",61.8,10.9
2017,E12000003,Yorkshire and The Humber,Mixed,"29,700","44,200",67.1,12.5
2017,E12000004,East Midlands,Mixed,"21,600","31,900",67.6,15
2017,E12000005,West Midlands,Mixed,"27,700","46,200",59.9,12.5
2017,E12000006,East,Mixed,"37,700","54,700",68.9,11.4
2017,E12000007,London,Mixed,"117,300","173,800",67.5,7
2017,E12000008,South East,Mixed,"49,800","70,200",71,8.5
2017,E12000009,South West,Mixed,"23,900","34,500",69.2,12.5
2017,W92000004,Wales,Mixed,"8,300","12,000",69.2,14.7
2017,S92000003,Scotland,Mixed,"10,500","15,500",67.6,18.3
2017,N92000002,Northern Ireland,Mixed,"1,300","2,200",59.3,
2017,E92000001,England,Mixed,"342,100","510,000",67.1,3.6
2017,K04000001,England and Wales,Mixed,"350,400","522,000",67.1,3.5
2017,K03000001,Great Britain,Mixed,"360,900","537,500",67.1,3.5
2017,K02000001,United Kingdom,Mixed,"362,200","539,700",67.1,3.4
2017,E09000001,City of London,Indian,,,,
2017,E09000002,Barking and Dagenham,Indian,"4,600","6,700",68.4,29.4
2017,E09000003,Barnet,Indian,"12,000","16,500",72.6,23.7
2017,E09000004,Bexley,Indian,"3,900","5,000",76.8,31.7
2017,E09000005,Brent,Indian,"26,600","37,200",71.5,13.6
2017,E09000006,Bromley,Indian,"4,000","6,100",64.8,41
2017,E09000007,Camden,Indian,"5,800","6,100",95.4,18
2017,E09000008,Croydon,Indian,"20,100","27,400",73.4,17.1
2017,E09000009,Ealing,Indian,"32,400","44,300",73.2,15.2
2017,E09000010,Enfield,Indian,"8,700","10,900",80.1,25.8
2017,E09000011,Greenwich,Indian,"6,100","8,100",75,30.8
2017,E09000012,Hackney,Indian,"3,800","8,100",47.3,
2017,E09000013,Hammersmith and Fulham,Indian,"4,400","6,500",68.3,
2017,E09000014,Haringey,Indian,,900,,
2017,E09000015,Harrow,Indian,"32,500","42,000",77.5,11.5
2017,E09000016,Havering,Indian,"2,900","3,500",81.6,
2017,E09000017,Hillingdon,Indian,"29,900","41,500",72,13.6
2017,E09000018,Hounslow,Indian,"29,700","34,500",86.1,12.8
2017,E09000019,Islington,Indian,"3,800","4,200",91.7,
2017,E09000020,Kensington and Chelsea,Indian,700,"2,300",29.7,
2017,E09000021,Kingston upon Thames,Indian,"4,800","5,900",81.1,25.9
2017,E09000022,Lambeth,Indian,"4,100","5,100",81.6,
2017,E09000023,Lewisham,Indian,"4,400","5,000",86.9,31.5
2017,E09000024,Merton,Indian,"6,700","7,300",91.7,19.1
2017,E09000025,Newham,Indian,"9,700","15,000",64.5,26.6
2017,E09000026,Redbridge,Indian,"23,200","33,900",68.5,14.1
2017,E09000027,Richmond upon Thames,Indian,"4,700","7,100",66.8,31.8
2017,E09000028,Southwark,Indian,"2,000","2,800",72.4,
2017,E09000029,Sutton,Indian,"7,400","9,100",80.6,22.7
2017,E09000030,Tower Hamlets,Indian,"5,800","7,900",72.8,34.5
2017,E09000031,Waltham Forest,Indian,"2,900","3,200",89.2,
2017,E09000032,Wandsworth,Indian,"8,300","10,700",78.2,29.3
2017,E09000033,Westminster,Indian,"3,100","5,100",61.6,
2017,E13000001,Inner London,Indian,"56,200","79,500",70.7,10.7
2017,E13000002,Outer London,Indian,"263,100","350,400",75.1,4.4
2017,E12000001,North East,Indian,"7,700","10,600",72.8,16.6
2017,E12000002,North West,Indian,"48,600","71,200",68.3,7.3
2017,E12000003,Yorkshire and The Humber,Indian,"31,900","44,300",72,11.4
2017,E12000004,East Midlands,Indian,"88,600","128,100",69.1,6.7
2017,E12000005,West Midlands,Indian,"121,700","173,600",70.1,5.5
2017,E12000006,East,Indian,"57,400","73,300",78.3,8.2
2017,E12000007,London,Indian,"319,300","429,900",74.3,4.1
2017,E12000008,South East,Indian,"113,100","137,800",82.1,4.5
2017,E12000009,South West,Indian,"20,200","27,100",74.6,11.2
2017,W92000004,Wales,Indian,"9,900","12,600",78,14.2
2017,S92000003,Scotland,Indian,"14,700","21,600",67.9,15.4
2017,N92000002,Northern Ireland,Indian,900,"1,400",62.3,
2017,E92000001,England,Indian,"808,400","1,095,800",73.8,2.2
2017,K04000001,England and Wales,Indian,"818,300","1,108,400",73.8,2.1
2017,K03000001,Great Britain,Indian,"833,000","1,130,000",73.7,2.1
2017,K02000001,United Kingdom,Indian,"833,900","1,131,500",73.7,2.1
2017,E09000001,City of London,Pakistani/Bangladeshi,,,,
2017,E09000002,Barking and Dagenham,Pakistani/Bangladeshi,"11,700","19,500",59.9,17.4
2017,E09000003,Barnet,Pakistani/Bangladeshi,"2,000","5,600",35.9,
2017,E09000004,Bexley,Pakistani/Bangladeshi,"1,100","2,000",56.3,
2017,E09000005,Brent,Pakistani/Bangladeshi,"9,300","16,600",55.8,22
2017,E09000006,Bromley,Pakistani/Bangladeshi,"2,900","3,900",74.7,
2017,E09000007,Camden,Pakistani/Bangladeshi,"5,000","8,600",57.3,31.3
2017,E09000008,Croydon,Pakistani/Bangladeshi,"9,700","14,200",68.4,25.1
2017,E09000009,Ealing,Pakistani/Bangladeshi,"3,100","4,900",62.5,
2017,E09000010,Enfield,Pakistani/Bangladeshi,"3,600","6,200",57,
2017,E09000011,Greenwich,Pakistani/Bangladeshi,#,"2,400",72.5,
2017,E09000012,Hackney,Pakistani/Bangladeshi,"2,800","4,900",57.3,
2017,E09000013,Hammersmith and Fulham,Pakistani/Bangladeshi,"1,000","1,700",61.1,
2017,E09000014,Haringey,Pakistani/Bangladeshi,"2,500","4,000",63.1,
2017,E09000015,Harrow,Pakistani/Bangladeshi,"3,600","5,800",61.8,36.5
2017,E09000016,Havering,Pakistani/Bangladeshi,"2,600","3,000",89.4,
2017,E09000017,Hillingdon,Pakistani/Bangladeshi,"3,900","6,100",63.6,38.5
2017,E09000018,Hounslow,Pakistani/Bangladeshi,"5,300","9,000",58.6,34.1
2017,E09000019,Islington,Pakistani/Bangladeshi,"3,600","5,900",61.3,35.6
2017,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,"1,500","2,200",70.4,
2017,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,"2,700","3,200",83.5,33.2
2017,E09000022,Lambeth,Pakistani/Bangladeshi,#,#,100,
2017,E09000023,Lewisham,Pakistani/Bangladeshi,,"1,800",,
2017,E09000024,Merton,Pakistani/Bangladeshi,"5,400","6,900",79.1,30.6
2017,E09000025,Newham,Pakistani/Bangladeshi,"38,700","67,700",57.2,13.4
2017,E09000026,Redbridge,Pakistani/Bangladeshi,"28,300","48,700",58.2,12.3
2017,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,,,,
2017,E09000028,Southwark,Pakistani/Bangladeshi,"1,600","2,600",61.7,
2017,E09000029,Sutton,Pakistani/Bangladeshi,"2,800","4,600",60.9,
2017,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"35,600","75,400",47.2,12
2017,E09000031,Waltham Forest,Pakistani/Bangladeshi,"7,400","14,400",51.3,25.4
2017,E09000032,Wandsworth,Pakistani/Bangladeshi,"4,900","8,300",59.3,
2017,E09000033,Westminster,Pakistani/Bangladeshi,"3,700","9,100",40.7,28.3
2017,E13000001,Inner London,Pakistani/Bangladeshi,"104,400","194,900",53.6,7.4
2017,E13000002,Outer London,Pakistani/Bangladeshi,"107,100","177,200",60.4,6.6
2017,E12000001,North East,Pakistani/Bangladeshi,"9,500","17,800",53.1,13.8
2017,E12000002,North West,Pakistani/Bangladeshi,"86,800","167,400",51.8,5.3
2017,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"75,600","158,900",47.5,7
2017,E12000004,East Midlands,Pakistani/Bangladeshi,"24,000","49,600",48.5,11.4
2017,E12000005,West Midlands,Pakistani/Bangladeshi,"108,000","211,200",51.1,6.4
2017,E12000006,East,Pakistani/Bangladeshi,"41,100","72,100",57.1,7.5
2017,E12000007,London,Pakistani/Bangladeshi,"211,400","372,100",56.8,4.9
2017,E12000008,South East,Pakistani/Bangladeshi,"52,200","77,300",67.6,7
2017,E12000009,South West,Pakistani/Bangladeshi,"10,300","18,200",56.9,17.8
2017,W92000004,Wales,Pakistani/Bangladeshi,"7,400","12,500",59.5,17.3
2017,S92000003,Scotland,Pakistani/Bangladeshi,"29,400","45,900",64.1,11.5
2017,N92000002,Northern Ireland,Pakistani/Bangladeshi,,"1,600",,
2017,E92000001,England,Pakistani/Bangladeshi,"619,000","1,144,600",54.1,2.4
2017,K04000001,England and Wales,Pakistani/Bangladeshi,"626,400","1,157,100",54.1,2.4
2017,K03000001,Great Britain,Pakistani/Bangladeshi,"655,900","1,203,000",54.5,2.3
2017,K02000001,United Kingdom,Pakistani/Bangladeshi,"656,100","1,204,600",54.5,2.3
2017,E09000001,City of London,Black,,,,
2017,E09000002,Barking and Dagenham,Black,"17,700","24,000",73.9,13.7
2017,E09000003,Barnet,Black,"8,200","9,000",90.8,27
2017,E09000004,Bexley,Black,"13,800","17,400",79.1,16.8
2017,E09000005,Brent,Black,"22,200","38,600",57.5,14.7
2017,E09000006,Bromley,Black,"12,000","14,000",85.9,20
2017,E09000007,Camden,Black,"9,900","16,700",59,23.2
2017,E09000008,Croydon,Black,"32,000","47,400",67.6,13.9
2017,E09000009,Ealing,Black,"11,400","19,000",60.1,25.3
2017,E09000010,Enfield,Black,"16,900","24,600",68.8,19.4
2017,E09000011,Greenwich,Black,"23,300","37,800",61.7,14.9
2017,E09000012,Hackney,Black,"19,700","28,300",69.6,16.2
2017,E09000013,Hammersmith and Fulham,Black,"9,300","13,500",68.7,20.9
2017,E09000014,Haringey,Black,"14,200","26,600",53.5,15.7
2017,E09000015,Harrow,Black,"3,300","4,300",76.6,37.8
2017,E09000016,Havering,Black,"5,000","6,200",80.2,29.1
2017,E09000017,Hillingdon,Black,"5,700","8,300",68.4,31.4
2017,E09000018,Hounslow,Black,"7,300","12,800",56.9,28
2017,E09000019,Islington,Black,"7,900","15,700",50.1,23.1
2017,E09000020,Kensington and Chelsea,Black,"6,500","10,500",62.5,24
2017,E09000021,Kingston upon Thames,Black,"2,800","3,600",78.4,36.8
2017,E09000022,Lambeth,Black,"32,900","46,900",70.1,15.8
2017,E09000023,Lewisham,Black,"29,600","38,700",76.5,13
2017,E09000024,Merton,Black,"7,000","10,300",68,26.8
2017,E09000025,Newham,Black,"18,600","33,400",55.5,18.4
2017,E09000026,Redbridge,Black,"12,600","16,700",75.3,18.2
2017,E09000027,Richmond upon Thames,Black,"2,400","3,100",77.2,
2017,E09000028,Southwark,Black,"33,300","45,100",74,13.1
2017,E09000029,Sutton,Black,"7,000","8,900",78.4,23.7
2017,E09000030,Tower Hamlets,Black,"3,400","5,900",57.9,
2017,E09000031,Waltham Forest,Black,"19,100","27,000",70.8,16.6
2017,E09000032,Wandsworth,Black,"11,200","13,700",82,23.8
2017,E09000033,Westminster,Black,"8,400","12,900",65,23.4
2017,E13000001,Inner London,Black,"204,900","307,900",66.5,5.2
2017,E13000002,Outer London,Black,"229,700","333,100",69,4.8
2017,E12000001,North East,Black,"8,000","14,200",56.5,15.7
2017,E12000002,North West,Black,"63,800","102,300",62.4,7.4
2017,E12000003,Yorkshire and The Humber,Black,"35,100","57,400",61.1,11.2
2017,E12000004,East Midlands,Black,"42,700","68,300",62.6,9.8
2017,E12000005,West Midlands,Black,"84,100","134,900",62.3,7
2017,E12000006,East,Black,"70,500","93,900",75.1,6.9
2017,E12000007,London,Black,"434,600","641,000",67.8,3.5
2017,E12000008,South East,Black,"70,200","96,600",72.7,6.5
2017,E12000009,South West,Black,"20,600","27,600",74.5,12.9
2017,W92000004,Wales,Black,"7,000","13,800",50.6,17.2
2017,S92000003,Scotland,Black,"21,500","31,800",67.5,13.1
2017,N92000002,Northern Ireland,Black,"1,300","3,100",42.2,
2017,E92000001,England,Black,"829,700","1,236,200",67.1,2.3
2017,K04000001,England and Wales,Black,"836,700","1,250,000",66.9,2.3
2017,K03000001,Great Britain,Black,"858,100","1,281,900",66.9,2.2
2017,K02000001,United Kingdom,Black,"859,400","1,284,900",66.9,2.2
2017,E09000001,City of London,Other,,"2,800",,
2017,E09000002,Barking and Dagenham,Other,"7,700","12,500",61.2,21.8
2017,E09000003,Barnet,Other,"21,400","30,400",70.3,17.7
2017,E09000004,Bexley,Other,"2,900","3,700",76.7,37.8
2017,E09000005,Brent,Other,"20,600","32,600",63.3,15.4
2017,E09000006,Bromley,Other,"8,300","12,100",69,27.6
2017,E09000007,Camden,Other,"17,400","27,600",63.2,17.1
2017,E09000008,Croydon,Other,"10,300","15,000",68.9,26.2
2017,E09000009,Ealing,Other,"26,600","37,700",70.5,17
2017,E09000010,Enfield,Other,"15,300","23,300",65.8,21
2017,E09000011,Greenwich,Other,"8,900","12,100",73.7,24.1
2017,E09000012,Hackney,Other,"21,400","38,000",56.2,15.4
2017,E09000013,Hammersmith and Fulham,Other,"11,900","16,700",71,19.7
2017,E09000014,Haringey,Other,"12,700","25,000",50.7,17
2017,E09000015,Harrow,Other,"21,500","30,300",71,14.6
2017,E09000016,Havering,Other,"5,800","7,800",74.5,28.8
2017,E09000017,Hillingdon,Other,"22,200","30,300",73.3,15.7
2017,E09000018,Hounslow,Other,"27,200","39,700",68.5,16.1
2017,E09000019,Islington,Other,"19,100","28,800",66.2,17.1
2017,E09000020,Kensington and Chelsea,Other,"10,400","16,700",62.3,17.8
2017,E09000021,Kingston upon Thames,Other,"12,100","18,700",64.7,17.4
2017,E09000022,Lambeth,Other,"7,900","9,900",79.8,32.1
2017,E09000023,Lewisham,Other,"12,000","16,300",73.2,22.9
2017,E09000024,Merton,Other,"13,900","20,800",66.7,19.3
2017,E09000025,Newham,Other,"25,500","37,900",67.2,17.1
2017,E09000026,Redbridge,Other,"14,700","19,900",74.1,17.1
2017,E09000027,Richmond upon Thames,Other,"4,600","8,700",53.5,28.2
2017,E09000028,Southwark,Other,"15,400","23,000",66.8,21.5
2017,E09000029,Sutton,Other,"8,000","13,300",60.1,22.6
2017,E09000030,Tower Hamlets,Other,"16,100","26,400",61.1,20.5
2017,E09000031,Waltham Forest,Other,"14,300","23,800",59.9,20.3
2017,E09000032,Wandsworth,Other,"14,900","20,800",71.8,22.3
2017,E09000033,Westminster,Other,"19,100","38,900",49.1,13.9
2017,E13000001,Inner London,Other,"204,300","328,700",62.2,5.1
2017,E13000002,Outer London,Other,"266,200","392,500",67.8,4.5
2017,E12000001,North East,Other,"19,600","36,400",53.9,10.7
2017,E12000002,North West,Other,"68,500","115,900",59.1,6.9
2017,E12000003,Yorkshire and The Humber,Other,"48,100","84,100",57.2,9.2
2017,E12000004,East Midlands,Other,"37,800","74,300",50.9,10.4
2017,E12000005,West Midlands,Other,"59,800","111,800",53.5,8
2017,E12000006,East,Other,"75,300","96,800",77.7,7.1
2017,E12000007,London,Other,"470,600","721,200",65.2,3.4
2017,E12000008,South East,Other,"125,100","181,000",69.1,5.6
2017,E12000009,South West,Other,"44,600","66,900",66.7,8.3
2017,W92000004,Wales,Other,"24,100","46,100",52.4,8.9
2017,S92000003,Scotland,Other,"31,200","62,500",49.8,9.8
2017,N92000002,Northern Ireland,Other,"15,800","25,700",61.6,17.4
2017,E92000001,England,Other,"949,400","1,488,400",63.8,2.2
2017,K04000001,England and Wales,Other,"973,500","1,534,500",63.4,2.1
2017,K03000001,Great Britain,Other,"1,004,700","1,597,100",62.9,2.1
2017,K02000001,United Kingdom,Other,"1,020,500","1,622,700",62.9,2
2018,E09000001,City of London,White,"4,600","6,400",71.9,
2018,E09000002,Barking and Dagenham,White,"48,100","68,300",70.4,9.3
2018,E09000003,Barnet,White,"125,400","161,000",77.9,7.4
2018,E09000004,Bexley,White,"96,400","124,100",77.7,6.5
2018,E09000005,Brent,White,"60,600","73,400",82.6,9.2
2018,E09000006,Bromley,White,"131,900","169,000",78.1,6.6
2018,E09000007,Camden,White,"87,800","112,800",77.8,7.9
2018,E09000008,Croydon,White,"116,500","149,500",78,7.5
2018,E09000009,Ealing,White,"90,100","114,000",79,10
2018,E09000010,Enfield,White,"92,800","134,400",69.1,8.7
2018,E09000011,Greenwich,White,"93,000","121,300",76.6,7.8
2018,E09000012,Hackney,White,"88,000","107,300",82,7.4
2018,E09000013,Hammersmith and Fulham,White,"68,500","85,500",80.2,7.4
2018,E09000014,Haringey,White,"105,300","131,000",80.4,6.5
2018,E09000015,Harrow,White,"54,200","67,700",80.1,8.3
2018,E09000016,Havering,White,"103,800","131,900",78.7,6.2
2018,E09000017,Hillingdon,White,"77,700","96,300",80.7,7.9
2018,E09000018,Hounslow,White,"66,000","84,800",77.8,11.2
2018,E09000019,Islington,White,"105,600","127,400",82.9,7
2018,E09000020,Kensington and Chelsea,White,"42,100","66,000",63.8,9.2
2018,E09000021,Kingston upon Thames,White,"61,900","82,000",75.5,7.8
2018,E09000022,Lambeth,White,"117,700","138,000",85.3,7.2
2018,E09000023,Lewisham,White,"114,000","138,200",82.5,6.8
2018,E09000024,Merton,White,"77,900","91,500",85.2,6.7
2018,E09000025,Newham,White,"66,300","85,900",77.1,11.3
2018,E09000026,Redbridge,White,"73,300","93,200",78.6,7.6
2018,E09000027,Richmond upon Thames,White,"83,800","105,300",79.6,6.8
2018,E09000028,Southwark,White,"128,000","153,000",83.7,6.3
2018,E09000029,Sutton,White,"76,000","93,000",81.8,6.6
2018,E09000030,Tower Hamlets,White,"102,100","117,700",86.7,7.5
2018,E09000031,Waltham Forest,White,"88,000","100,900",87.1,6.8
2018,E09000032,Wandsworth,White,"148,900","179,300",83.1,6.3
2018,E09000033,Westminster,White,"75,100","97,400",77.1,8.8
2018,E13000001,Inner London,White,"1,254,100","1,546,200",81.1,2.1
2018,E13000002,Outer London,White,"1,617,600","2,061,600",78.5,1.8
2018,E12000001,North East,White,"1,120,100","1,556,600",72,1.4
2018,E12000002,North West,White,"2,983,700","3,939,600",75.7,1
2018,E12000003,Yorkshire and The Humber,White,"2,252,600","2,986,300",75.4,1.2
2018,E12000004,East Midlands,White,"1,957,700","2,566,600",76.3,1.6
2018,E12000005,West Midlands,White,"2,203,400","2,898,100",76,1.3
2018,E12000006,East,White,"2,642,700","3,373,300",78.3,1.3
2018,E12000007,London,White,"2,871,600","3,607,800",79.6,1.3
2018,E12000008,South East,White,"3,904,800","4,960,800",78.7,1
2018,E12000009,South West,White,"2,486,700","3,137,200",79.3,1.1
2018,W92000004,Wales,White,"1,338,400","1,816,400",73.7,1
2018,S92000003,Scotland,White,"2,452,500","3,267,200",75.1,1
2018,N92000002,Northern Ireland,White,"800,500","1,134,200",70.6,2.1
2018,E92000001,England,White,"22,423,300","29,026,200",77.3,0.4
2018,K04000001,England and Wales,White,"23,761,700","30,842,500",77,0.4
2018,K03000001,Great Britain,White,"26,214,200","34,109,700",76.9,0.3
2018,K02000001,United Kingdom,White,"27,014,700","35,243,900",76.7,0.3
2018,E09000001,City of London,Minority,,,,
2018,E09000002,Barking and Dagenham,Minority,"45,500","67,400",67.4,9.7
2018,E09000003,Barnet,Minority,"57,600","92,700",62.1,11.4
2018,E09000004,Bexley,Minority,"23,500","32,800",71.6,13.9
2018,E09000005,Brent,Minority,"95,900","145,800",65.8,8
2018,E09000006,Bromley,Minority,"25,700","35,400",72.7,15.7
2018,E09000007,Camden,Minority,"44,800","69,700",64.2,11.5
2018,E09000008,Croydon,Minority,"75,200","101,200",74.3,9.6
2018,E09000009,Ealing,Minority,"76,000","112,400",67.6,11.5
2018,E09000010,Enfield,Minority,"57,600","81,800",70.4,11
2018,E09000011,Greenwich,Minority,"44,800","72,900",61.5,11.7
2018,E09000012,Hackney,Minority,"53,800","95,300",56.4,10.1
2018,E09000013,Hammersmith and Fulham,Minority,"29,200","41,700",70.1,12.9
2018,E09000014,Haringey,Minority,"39,600","65,900",60.1,11.1
2018,E09000015,Harrow,Minority,"66,000","86,400",76.4,7.8
2018,E09000016,Havering,Minority,"22,600","28,400",79.7,13.2
2018,E09000017,Hillingdon,Minority,"71,900","102,700",70,8.9
2018,E09000018,Hounslow,Minority,"73,400","96,000",76.4,11
